"name"	"label"	"gender"	"churchperson"	"middle_class"	"kinship_id"	"cathar_aff"	"apostle_aff"	"other_heterodoxy_aff"	"deponent"	"redeponent"	"ever_summoned"	"ever_pledged"	"ever_incarcerated"	"ever_tortured"	"inq_FV"	"inq_GV"	"inq_GP"	"inq_BdF"	"non_id_aff"
"P1345"	"Nella Bonelle"	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1346"	"Nera de Florencia"	0	0	0	216	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1350"	"Nichola de Pixis"	1	0	1	1233	0	0	0	1	0	0	0	0	0	0	1	0	0	1
"P1352"	"Nicholaus"	1	0	0	1235	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P1353"	"Nicholaus de Migarano"	1	0	0	929	0	1	0	1	0	0	0	0	0	0	1	1	0	0
"P1354"	"Nicholaus"	1	1	0	1236	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1355"	"Nicholaus de Bochadeferris de Plumatio"	1	0	0	299	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P1357"	"Nicholaus de Ferraria"	1	0	0	1238	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P1358"	"Nicholaus de Bonromeis"	1	0	0	1239	0	0	1	1	0	1	1	0	0	0	1	0	0	0
"P1359"	"Nicholaus de Labellosa de Cremona"	1	0	0	1240	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1362"	"Nicholaus Parmensis"	1	0	0	1243	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1371"	"Nicholinus de Regno"	1	0	0	1252	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1374"	"Oddo Laxagnoli"	1	0	1	1255	0	0	1	1	0	1	1	0	0	0	1	0	0	0
"P1377"	"Onebene Spiriti de Volta Mantuana"	1	0	0	1258	1	0	0	1	1	1	1	0	0	1	1	0	0	0
"P1381"	"Ottoboninus de Cremona"	1	0	0	1262	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1389"	"Parte de Ugiano"	1	0	1	1269	0	0	1	1	0	1	1	0	0	0	1	0	0	0
"P1391"	"Pasqualis Clocli"	1	0	0	1271	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P1394"	"Paulus Fregalossi"	1	1	0	1274	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1395"	"Paulus Chalanchus"	1	0	0	1275	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1399"	"Paulus de Roma"	1	0	0	1279	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P1400"	"Paulus de S. Martino in Arçele"	1	0	0	1280	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1410"	"Pax Iohannis de Saliceto"	1	0	1	1126	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1413"	"Pax de Batagluciis"	1	1	0	1290	0	1	0	1	1	1	0	0	0	0	0	1	0	0
"P1414"	"Paxolinus de Bononia"	1	0	0	1291	0	1	0	0	0	1	0	0	0	0	0	1	0	0
"P1423"	"Petriçolus de Guerris de Regio"	1	0	1	1300	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1425"	"Petrobonus Aguçolus de Mutina"	1	0	0	1302	0	1	0	1	0	1	0	1	0	0	1	1	0	0
"P1426"	"Petrobonus"	1	0	1	1303	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1432"	"Petrus de Ariminis"	1	0	0	1309	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1435"	"Petrus Bernardi"	1	0	0	1312	0	0	1	1	0	0	0	0	0	0	1	0	0	0
"P1437"	"Petrus de Bononia"	1	0	1	1314	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1442"	"Petrus"	1	1	0	1319	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1444"	"Petrus Dominici Dal Pra"	1	0	0	193	0	1	0	1	1	1	0	0	0	0	0	1	0	0
"P1447"	"Petrus de Monte Umbraro"	1	0	0	1323	0	1	0	1	0	1	1	1	0	0	1	0	0	0
"P1448"	"Petrus Pincii de terra S. Martini in Argele"	1	0	0	454	0	0	1	1	0	1	0	0	0	0	1	0	0	0
"P1449"	"Petrus Trughi de Monçorgio"	1	0	0	38	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P1452"	"Petrus Iacobini de Samolis"	1	0	0	1326	0	0	1	1	0	1	0	0	0	0	1	0	0	0
"P1454"	"Petrus de Plumatio"	1	0	0	1328	0	0	0	1	0	1	0	0	0	0	0	1	0	1
"P1457"	"Petrus Pelalalega"	1	0	0	1331	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1458"	"Petrus de Gaglano de Plumatio"	1	0	0	1332	0	0	0	1	0	1	1	0	0	0	0	1	0	1
"P1461"	"Petrus de Mutina"	1	0	0	1334	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1473"	"Petrus de Ponçano de Monçorgio"	1	0	0	1344	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1474"	"Petrus Sacchus de S. Helena"	1	0	0	1345	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1475"	"Petrus Saviolus de burgo Noxadelle"	1	0	0	1346	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1479"	"Petrus de Rodiano"	1	0	0	1350	0	0	0	1	0	1	0	0	0	0	0	1	0	1
"P1480"	"Petrus Ugonis Sachi"	1	0	0	1351	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1485"	"Petrus Ugolini de Monte Chalbulli"	1	0	0	1356	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1486"	"Petrus"	1	0	1	1357	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P1487"	"Petrus de Unçola"	1	0	1	1358	0	0	1	0	0	0	0	0	0	0	1	1	0	0
"P1489"	"Petrus Vernicius"	1	0	1	1360	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1491"	"Petrus Zacharie de Plumatio"	1	0	0	20	0	1	0	0	0	0	0	0	0	0	0	1	1	0
"P1492"	"Petrus Zancharrus"	1	1	0	1362	0	0	0	1	0	0	0	0	0	0	1	0	0	1
"P1498"	"Phylippus de Sala"	1	0	1	1367	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1500"	"Phylippus de Bononia"	1	0	0	1369	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1503"	"Phylippus de Fredo"	1	0	0	1372	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1509"	"Phylippus de Pallagano"	1	0	0	1378	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1510"	"Phylippus Pontii"	1	0	0	1379	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P1514"	"Phylisinus de Libris"	1	0	0	1382	0	0	1	0	0	1	1	0	0	0	1	0	0	0
"P1515"	"Pilliçarius de Pilliçariis"	1	0	0	1383	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1519"	"Placidia de Racorgiptis"	0	0	0	921	0	0	0	1	0	1	0	0	0	0	0	1	0	1
"P1522"	"Primeria de Adygheriis"	0	0	0	57	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1523"	"Primeria de Castro Novo"	0	0	0	1389	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1532"	"Raynerius"	1	0	0	1398	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1535"	"Raynerius"	1	1	0	1401	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1545"	"Ranfaldus Benvenuti"	1	0	1	1411	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1547"	"Ravenna"	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1548"	"Remedia Benvenuti de Blanchis de S. Helena"	0	0	0	261	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1550"	"Rengarda de Adygheriis de Galuciis, Acursio"	0	0	0	57	1	0	0	1	0	1	1	0	0	0	1	0	0	0
"P1551"	"Reçevutus"	1	0	1	1414	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1552"	"Richardinus de Casi"	1	0	0	1142	0	0	0	1	0	0	0	0	0	0	1	0	0	1
"P1553"	"Richelda de Savigno de Plumatio"	0	0	0	1415	0	1	0	0	0	0	0	0	0	0	0	1	1	0
"P1554"	"Richelda de Plumatio"	0	0	0	569	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1563"	"Roberga de Lirano de Plumatio"	0	0	0	938	0	1	0	0	0	0	0	0	0	0	0	1	1	0
"P1565"	"Rodulfinus de Feraria"	1	0	0	1424	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P1567"	"Rodulfus Goletti de Zapolino"	1	0	0	1008	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1571"	"Rogerius de Florentia"	1	0	1	673	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1573"	"Rolandinus"	1	0	0	1430	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1575"	"Rolandinus de Ollis de Mutina"	1	0	0	1432	0	1	0	1	1	1	0	0	0	0	1	1	0	0
"P1577"	"Rolandinus Petroboni"	1	0	0	1434	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1579"	"Rolandinus Symonis"	1	0	0	1436	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P1583"	"Rolandus de Sabatinis"	1	0	0	1440	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P1584"	"Rolandus de Varana"	1	0	0	1441	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1586"	"Romengarda"	0	0	0	1443	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P1588"	"Rosa de Gaço"	0	0	0	1445	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1589"	"Rosaflore Delay"	0	0	0	367	1	0	0	0	0	0	0	0	0	1	1	0	0	0
"P1593"	"Rusiti de Mantua"	1	0	1	1449	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1598"	"Salvettus Petriçoli"	1	0	0	358	0	1	0	1	1	1	0	0	0	0	0	1	0	0
"P1599"	"Salvittus Salvitti de Saliceto"	1	0	0	1453	0	1	0	0	0	0	1	0	0	0	1	1	0	0
"P1618"	"Saviabona Iacobi Veneciani (Venetiani)"	0	0	0	45	0	0	1	1	0	1	1	0	0	0	1	0	0	0
"P1620"	"Scenda de Bochadeferris de Plumatio"	0	0	0	179	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P1621"	"Sciatus"	1	0	0	1473	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1625"	"Sentexia"	0	0	0	1475	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1626"	"Severius de Raygoxe"	1	0	0	1476	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1628"	"Sylva de Tridento"	0	0	0	1478	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1630"	"Symon Alberti"	1	0	0	1480	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1635"	"Symon de Gorçano"	1	1	0	1485	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1636"	"Symon"	1	0	0	1486	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1641"	"Soberana de Aibo"	0	0	0	1491	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1644"	"Sovranus de Bochadeferris"	1	0	0	179	0	1	0	0	0	0	0	0	0	0	0	1	1	0
"P1647"	"Stella Clara de terra Rodiani"	0	0	0	1496	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1650"	"Stephanus de Boemia"	1	0	1	1499	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P1651"	"Stephanus Falinus"	1	1	0	451	0	0	1	0	0	1	0	0	0	0	1	0	0	0
"P1658"	"Taxonus de Florencia"	1	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1661"	"Thadeus de Monte Alto"	1	1	0	1508	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1667"	"Thodesca de Panario"	0	0	0	1514	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1668"	"Thodesca Invani Orasse"	0	0	0	1515	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P1676"	"Thomax Porchontini"	1	0	0	1523	0	0	0	1	0	0	0	0	0	0	1	0	0	1
"P1677"	"Thomax"	1	0	0	1524	0	1	0	1	1	1	0	0	0	0	1	1	0	0
"P1679"	"Thomaxina de S. Vito"	0	0	0	1526	0	1	0	0	0	0	0	0	0	0	0	1	1	0
"P1682"	"Thomaxina Canonici Iohamnis"	0	0	0	1529	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1684"	"Thomasina Tranchedi"	0	0	0	1531	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1688"	"Thomaxinus de S. Martino de Regio"	1	1	0	1535	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1693"	"Thomaxius"	1	1	0	1540	0	0	1	0	0	0	0	0	0	0	0	0	1	0
"P1694"	"Tibertus"	1	1	0	1541	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1695"	"Tixia de Arientis"	0	0	0	1542	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1697"	"Tranchedinus Ugonis Sachi de terra S. Martini in Arçele"	1	0	0	1351	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1698"	"Tranchedus de Muxello"	1	0	0	1544	0	1	0	1	1	1	0	0	0	0	0	1	0	0
"P1701"	"Trinça"	0	0	0	1547	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1704"	"Tuçimannus"	1	1	0	1550	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1706"	"Ubaldinus Bracii"	1	0	0	1552	0	0	0	1	1	1	0	0	0	0	0	1	0	1
"P1708"	"Ubaldinus Zaffonis de Montebellio"	1	0	0	1554	0	0	1	0	0	0	0	0	0	0	0	1	0	0
"P1711"	"Ubaldinus de Musello"	1	1	0	1557	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1715"	"Ubertinus Benvenuti de Truglonibus de Montebellio"	1	0	0	1561	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1720"	"Hugo de Clochis de S. Agata"	1	0	0	1565	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P1721"	"Hugolina de Lirano de Plumatio"	0	0	0	938	0	1	0	1	1	1	0	0	0	0	0	1	0	0
"P1722"	"Hugolina de Balugola"	0	1	0	1566	0	1	0	0	0	0	0	0	0	0	0	1	1	0
"P1730"	"Hugolinus Chastagnoli"	1	0	1	1574	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P1732"	"Hugolinus"	1	1	0	1576	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1735"	"Hugolinus Ferariensis"	1	0	1	1578	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1738"	"Ugolinus de Solegnano"	1	0	0	14	0	1	0	0	0	0	0	0	0	0	1	1	1	0
"P1740"	"Ugolinus"	1	0	1	1582	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1743"	"Hugolinus de Monte Chalvo"	1	0	0	1356	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P1752"	"Ugolottus Ugolotti de Çappulino"	1	0	0	1592	0	0	0	1	0	1	1	0	0	0	0	1	0	1
"P1753"	"Huguitio de Samodia"	1	0	0	1593	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1754"	"Uguitio de Lisola villa Monçorgi"	1	0	0	1594	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1755"	"Huguitio Ferariensis"	1	1	0	1595	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P1760"	"Vacondeus Amati"	1	0	0	1598	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1763"	"Vandus"	1	1	0	1601	0	0	0	1	0	1	1	0	0	0	0	1	0	1
"P1766"	"Vanni Ghiandonis de Florentia"	1	0	1	1603	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1770"	"Veneria Piçoli"	0	0	0	1185	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1776"	"Veçosa de Monte Chalvo"	0	0	0	1356	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1777"	"Veçosius"	1	0	0	1610	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1779"	"Vingrindellus de S. Helena"	1	0	0	214	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1784"	"Vitale Bonicontri de Plumatio de la Mane"	1	1	0	259	0	1	0	1	0	1	0	0	0	0	0	1	0	0
"P1788"	"Vivelda de Blanchis de S. Helena"	0	0	0	261	0	1	0	1	1	1	0	0	0	0	0	1	0	0
"P1791"	"Vivianus Grandonis"	1	1	0	1620	0	1	0	1	1	1	0	0	0	0	0	1	0	0
"P1794"	"Vivianus de Feraria"	1	0	0	1623	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1796"	"Zacharias Bondi Balbi de S. Agata"	1	0	0	1624	0	1	0	1	1	1	0	1	0	0	1	1	0	0
"P1797"	"Zanboninus Boniohamnis"	1	0	1	1625	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1798"	"Zanibonus"	1	1	0	1626	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P1799"	"Çaninus Alamanni de Gorçano"	1	0	0	1627	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1802"	"Zaninus Ghibertini de Costa de Monçorgio"	1	0	0	1630	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P1805"	"Zannibellus de Chalcara"	1	0	0	938	0	1	0	1	1	1	0	0	0	0	0	1	0	0
"P1806"	"Zanus de Castello"	1	0	1	1633	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P1813"	"Çone de Florentia"	1	0	1	1640	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1814"	"Çonus de S. Georgio"	1	0	1	1641	0	0	0	0	0	0	0	0	0	1	1	0	0	1
"P1815"	"Çonus Magnali"	1	0	0	1642	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P1816"	"Zulittina de Samogia"	0	1	0	1643	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1820"	"Iacoba de Adygheriis"	0	0	0	57	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1823"	"Secondinus de Brisia"	1	0	0	1648	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1824"	"Montanarius Pergolani"	1	0	0	1649	0	0	0	1	1	0	0	0	0	0	1	0	0	1
"P1826"	"Benvenuta"	0	0	1	1651	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1835"	"Albergiptus"	1	0	0	38	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1840"	"Filius Bonifacii"	1	0	0	391	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1841"	"Uxor Munighini de Mantua"	0	0	1	1216	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1844"	"Uxor Çoni"	0	0	1	1641	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1845"	"Heretica de Vicentia"	0	0	0	1654	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1846"	"Uxor Alesandri Bochaderospo"	0	0	0	81	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1847"	"Belottinus"	1	0	1	1655	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1848"	"Frater Pauli de S. Martino in Arçele"	1	0	0	1280	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1849"	"Iacobinus de Frassinicho"	1	0	0	1656	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1850"	"Soror Luchisie"	0	0	0	1070	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1851"	"Bartholocius de Bonchonovo"	1	0	0	1657	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1852"	"Billina"	0	0	0	569	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1854"	"homo tonsus"	1	0	0	1658	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1855"	"uxor Salvetti Petriçoli"	0	0	0	1659	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1856"	"homo brunus de Sancta Agata"	1	0	0	1660	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1857"	"Honella"	0	0	0	1624	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1858"	"Iohannes Ardicionis"	1	0	0	218	0	0	0	1	0	1	1	0	0	0	0	1	0	1
"P1859"	"soror heremita de Plumatio"	0	1	0	1661	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1860"	"famula Beatrixie de Bochadeferris"	0	0	0	1662	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1861"	"soror qua moratur in burgo Panicalis"	0	0	0	1663	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1862"	"homo de Caxalicli"	1	0	0	1664	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1863"	"Ventura prior S. Anthonii de strata S. Vitalis"	1	0	0	1665	0	1	0	1	0	1	0	0	0	0	0	1	0	0
"P1864"	"uxor Damiani Benvenuti de Blanchis de S. Helena"	0	0	0	261	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1865"	"uxor Bartholini Balugani"	0	0	0	167	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1866"	"Ynugla"	0	0	0	1666	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P1870"	"quidam magister in arte notarie"	1	0	1	1668	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1871"	"quidam sacerdos"	1	1	0	1669	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P2119"	"quidam barberius"	1	0	0	1678	0	0	1	0	0	0	0	0	0	0	1	0	0	0
