"name"	"label"	"gender"	"churchperson"	"middle_class"	"kinship_id"	"cathar_aff"	"apostle_aff"	"other_heterodoxy_aff"	"deponent"	"redeponent"	"ever_summoned"	"ever_pledged"	"ever_incarcerated"	"ever_tortured"	"inq_FV"	"inq_GV"	"inq_GP"	"inq_BdF"	"non_id_aff"
"P0678"	"Gerardinus Florentinus"	1	0	1	636	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P0679"	"Gerardinus Guaraschi de Montebellio"	1	0	0	637	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0680"	"Gerardinus de Monte Vallario"	1	1	0	638	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P0682"	"Gerardinus"	1	1	0	640	0	1	0	1	0	1	0	0	0	0	1	0	0	0
"P0684"	"Gerardinus"	1	0	0	642	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P0685"	"Gerardinus Trugus de Monçorgio"	1	0	0	38	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P0686"	"Gerardinus de Venetiis"	1	0	1	643	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P0688"	"Gerarducius Petricini de Magagnolo de Monçorgio"	1	0	0	645	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0690"	"Gerardus Albertini de Albertinatiis"	1	0	1	647	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P0692"	"Gerardus Benvenuti de Blanchis de S. Helena"	1	0	0	261	0	1	0	1	0	1	0	0	0	0	0	1	0	0
"P0700"	"Gerardus de Montobrario"	1	1	0	656	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0701"	"Gerardus Petri Porcelli de Monte Ombrario"	1	0	0	657	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0703"	"Gerardus de Riolo"	1	1	0	659	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P0706"	"Gerardus Segarelli de Parma"	1	0	0	662	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P0707"	"Gerardus de Tiglola"	1	1	0	663	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0711"	"Ghibertina Gerardini"	0	0	0	637	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0715"	"Ghina Petriçani"	0	0	0	670	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0716"	"Ghisela de Mantua"	0	0	0	671	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P0717"	"Ghisela"	0	1	0	672	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0718"	"Ghisela de Valdonega de Florentia"	0	0	1	673	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P0720"	"Ghixela Guaraschi"	0	0	0	637	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0723"	"Ghixela"	0	0	0	677	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0724"	"Ghixila de Casanello"	0	0	0	678	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P0726"	"Ghixla"	0	0	0	680	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P0731"	"Gilia Savii"	0	0	0	310	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P0735"	"Gilius de Foligno"	1	0	0	687	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0736"	"Gilius de Montebellio"	1	0	0	688	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0740"	"Gisela de Plumatio"	0	0	0	692	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0742"	"Giunta Benvenuti"	0	0	0	261	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0744"	"Gontus Taviani"	1	0	1	695	0	0	1	0	0	1	1	0	0	0	1	0	0	0
"P0746"	"Gracias"	1	0	0	697	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0755"	"Gualandus Guaraschi de Montebellio"	1	0	0	637	0	1	0	1	0	1	0	0	0	0	0	1	0	0
"P0757"	"Guercius de Monçorgio"	1	0	0	706	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P0758"	"Guerisius de Cremona"	1	0	0	707	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P0761"	"Guidina de Samodia"	0	0	0	710	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0766"	"Guido de Blanchis de S. Helena"	1	0	0	261	0	1	0	1	0	1	0	0	0	0	0	1	0	0
"P0772"	"Guido Cistela de Mutina"	1	0	0	720	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P0773"	"Guido de Cremona"	1	0	0	721	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0774"	"Guido de Figarolo"	1	0	1	722	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P0780"	"Guido de Marcharia"	1	0	0	728	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P0782"	"Guido de Paderno villa Montis Marvi"	1	0	0	730	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0784"	"Guido de Primadiciis"	1	0	0	732	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P0791"	"Guidolinus Yvani"	1	1	0	739	0	0	0	1	0	1	0	0	0	0	1	1	0	1
"P0793"	"Guidoctus de Bosco"	1	0	0	741	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0794"	"Guidoctus Petri de Montebellio"	1	0	1	400	0	1	0	1	0	1	0	0	0	0	0	1	0	0
"P0796"	"Guiducius de Plumatio"	1	0	0	743	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P0797"	"Guillielmina de Plumatio"	0	0	0	184	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P0804"	"Guillielmus de Ansandris"	1	0	0	750	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P0807"	"Guillielmus Basalonus"	1	0	0	753	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P0808"	"Guillielmus Benvenuti de Blanchis de S. Helena"	1	0	0	261	0	1	0	1	1	1	0	0	0	0	1	1	0	0
"P0809"	"Guillielminus Blaxii"	1	0	0	754	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P0814"	"Guillielminus de Fregnano"	1	0	0	759	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0815"	"Guillielmus de Funi de Bononia"	1	0	0	760	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P0821"	"Guillielmus de Mulnario de Monçorgio"	1	0	0	766	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P0822"	"Guillielmus de Mutina"	1	0	1	767	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0827"	"Guillielmus de Tramonti de Monçorgio"	1	0	0	772	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P0829"	"Guinicinus de Bonfantis"	1	0	0	774	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P0830"	"Guizardina de Solegnano"	0	0	0	775	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0832"	"Guicardinus de Mutina"	1	1	0	777	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P0836"	"Henricus"	1	1	0	780	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0839"	"Henricus Rolandini"	1	1	0	783	0	0	0	1	0	0	0	0	0	0	1	0	0	1
"P0841"	"Henricus de Solegnano"	1	0	0	14	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0848"	"Honesta"	0	1	0	791	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0850"	"Horasay de Mutina"	0	0	0	793	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0861"	"Iacobinus Bonincontri"	1	0	1	803	0	0	0	1	1	1	0	0	0	0	1	0	0	1
"P0863"	"Iacobinus"	1	0	1	805	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P0868"	"Iacobinus"	1	0	1	810	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P0870"	"Iacobinus Parmensis de Pisceria"	1	1	0	812	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P0873"	"Iacobinus de Columbis"	1	0	0	814	0	0	1	0	0	1	0	0	0	0	1	0	0	0
"P0874"	"Iacobinus"	1	0	0	815	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P0881"	"Iacobus Anthonii Piloxii"	1	0	1	822	0	0	1	1	1	0	0	0	0	0	1	0	0	0
"P0883"	"Iacobus de Muxonibus"	1	0	1	824	0	0	1	0	0	1	0	0	0	0	1	0	0	0
"P0889"	"Iacobus de Casadri"	1	1	0	830	0	0	1	1	0	1	1	0	0	0	1	0	0	0
"P0893"	"Iacobus Bompetri"	1	0	0	114	0	0	1	1	1	0	0	0	0	0	1	0	0	0
"P0894"	"Iacobus Bonaventure Lixingoli"	1	0	0	833	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P0897"	"Iacobus de Brixia"	1	0	0	836	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P0898"	"Iacobus"	1	1	0	837	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0899"	"Iacobus Casottus"	1	1	0	838	0	0	0	1	0	0	0	0	0	0	1	0	0	1
"P0900"	"Iacobus de Butrio"	1	0	1	839	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P0901"	"Iacobus"	1	0	1	840	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P0902"	"Iacobus de Columpa"	1	0	0	841	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P0907"	"Iacobus Flamenghi"	1	1	0	846	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P0909"	"Iacobus de Fregnano"	1	0	0	759	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P0911"	"Iacobus de Tuschis de Seravalle"	1	0	1	849	0	1	0	1	0	1	0	0	0	0	0	1	0	0
"P0916"	"Iacobus Guidonis de Curionibus"	1	0	1	854	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P0919"	"Iacobus Iacobi de Rodiano"	1	0	0	857	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0924"	"Iacobus Tranchedi"	1	0	0	862	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P0925"	"Iacobus Manteghellus"	1	0	1	863	0	1	0	1	1	1	0	0	0	0	0	1	0	0
"P0926"	"Iacobus Merchandelli"	1	0	1	864	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P0929"	"Iacobus de Nuce"	1	0	0	867	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P0934"	"Iacobus Rasonatus de Plumacio"	1	0	0	872	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P0935"	"Iacobus de Magagnolis de Ponçano de Monçorgio"	1	0	0	873	0	1	0	1	0	0	0	0	0	0	1	1	0	0
"P0936"	"Iacobus de Pistorio"	1	1	0	874	0	0	0	1	0	1	0	0	0	0	0	1	0	1
"P0940"	"Iacobus"	1	1	0	878	0	0	0	1	0	1	1	0	0	0	0	1	0	1
"P0941"	"Iacobus de S. Geminiano"	1	0	0	879	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P0943"	"Iacobus de Rofeno"	1	0	0	881	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0945"	"Iacobus Rolanducii"	1	0	1	883	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P0946"	"Iacobus Silvestri de Anania"	1	0	0	884	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P0948"	"Iacobus de Dosentola de Monte Bellio"	1	0	0	886	0	0	0	1	0	1	1	0	0	0	0	1	0	1
"P0957"	"Iacobus de Plumatio"	1	0	0	895	0	0	0	1	0	1	1	0	0	0	0	1	0	1
"P0959"	"Iacobus"	1	0	0	896	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P0962"	"Iacomina de Plumatio"	0	0	0	899	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"P0963"	"Iacopina de Fredo"	0	0	0	900	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0964"	"Ieminianus de Fregnano"	1	0	0	901	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0966"	"Ymelda de Rodiano"	0	0	0	79	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0971"	"Ymelda de Plumatio"	0	0	0	167	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0977"	"Ingrame de Bosco de Balugola"	0	0	0	912	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0982"	"Iohaninus de Rastilino de Plumatio"	1	0	0	917	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P0987"	"Iohamna Nicholay de Racorgiptis"	0	0	0	921	0	1	0	1	0	0	0	0	0	0	0	1	0	0
"P0990"	"Iohamna Geri"	0	0	1	924	0	0	1	1	0	1	0	0	0	0	1	0	0	0
"P0993"	"Iohanna de Parma"	0	0	0	128	1	0	0	1	0	1	0	0	0	0	1	0	0	0
"P0996"	"Iohanna de Migarano"	0	0	0	929	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1001"	"Iohannes"	1	1	0	934	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1002"	"Iohannes de Alamannia"	1	1	0	935	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P1004"	"Iohannes de Yberia"	1	1	0	937	0	1	0	1	1	1	0	0	0	0	0	0	1	0
"P1005"	"Iohannes de Lirano de Plumatio"	1	0	0	938	0	1	0	1	1	1	0	0	0	0	0	1	0	0
"P1006"	"Iohannes Çuffoli de Vetrana"	1	0	1	939	0	0	0	0	0	1	0	0	0	0	1	0	0	1
"P1007"	"Iohannes"	1	1	0	940	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1010"	"Iohamnes Aççolini"	1	0	0	943	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1013"	"Iohannes Benvenuti de Blanchis de S. Helena"	1	0	0	261	0	1	0	1	0	1	0	0	0	0	0	1	0	0
"P1014"	"Iohannes Bergognonus"	1	1	0	946	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1015"	"Iohannes Bernardini de Vallis de Monçorgio"	1	0	0	947	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P1016"	"Iohannes de Bersello de Parma"	1	0	0	948	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1019"	"Iohannes Bonincontri de Plumatio"	1	0	0	259	0	1	0	0	0	0	0	0	0	0	0	1	1	0
"P1021"	"Iohamnes Bonmerchati"	1	0	0	952	0	0	0	1	0	0	0	0	0	0	1	0	0	1
"P1027"	"Iohannes Caldarii"	1	0	0	958	0	0	0	1	0	0	0	0	0	0	1	0	0	1
"P1030"	"Iohamnes de Cassis"	1	0	0	961	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1036"	"Iohannes de Cento"	1	0	0	966	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P1038"	"Iohannes de Feraria"	1	0	1	114	1	0	0	0	0	0	0	0	0	1	1	0	0	0
"P1039"	"Iohannes de abbacia de Frassinicho"	1	0	0	968	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1042"	"Iohamnes de burgo Galerie"	1	1	0	971	0	0	0	1	0	0	0	0	0	0	1	0	0	1
"P1043"	"Iohannes dominus Gariboldus de Cremona"	1	1	0	972	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1045"	"Iohannes Trughi de Ponçano de Monçorgio"	1	0	0	38	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P1046"	"Iohannes Ghinibaldi de Plumatio"	1	0	0	974	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P1047"	"Iohamnes Gosberti"	1	1	0	975	0	0	0	1	0	0	0	0	0	0	1	0	0	1
"P1049"	"Iohannes de Blanchis de S. Helena"	1	0	0	261	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1052"	"Iohannes de Marcharia"	1	0	0	979	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1056"	"Iohannes de Medola"	1	0	0	983	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1061"	"Iohannes de Novaria"	1	0	0	988	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1062"	"Iohannes de Ostis"	1	0	0	358	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1063"	"Iohannes de Çovençonibus"	1	0	0	989	0	0	0	1	0	0	0	0	0	0	1	0	0	1
"P1065"	"Iohannes Paterius de Parma"	1	0	0	128	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1067"	"Iohamnes Pernus de Boateriis de Vetrana"	1	0	0	991	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1069"	"Iohannes Balugani de Plumatio"	1	0	0	167	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1071"	"Iohannes de Montebellio"	1	0	1	400	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P1073"	"Iohannes Petri de Çappolino"	1	1	0	995	0	1	0	1	1	1	0	0	0	0	0	1	0	0
"P1075"	"Iohannes Petriçoli"	1	0	0	997	0	0	0	1	0	1	0	0	0	0	0	1	0	1
"P1080"	"Iohannes de Porta"	1	0	0	1002	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P1081"	"Iohannes de Pregnano"	1	0	0	1003	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1084"	"Iohannes Ribaldini"	1	0	1	1006	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P1085"	"Iohannes de Rochis"	1	0	1	1007	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P1086"	"Iohannes Goletti de Zapolino"	1	0	0	1008	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1090"	"Iohannes de Serra de Fregnano"	1	0	0	1011	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1098"	"Iohannes Zacharie Gerbini de Plumatio"	1	0	1	259	0	0	0	1	1	1	1	0	0	0	0	1	0	1
"P1101"	"Iohanucius de S. Ellena"	1	0	0	1020	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P1102"	"Iordaninus de Feraria"	1	0	0	114	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1104"	"Iordanus de Bocchadeferris"	1	0	0	179	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1108"	"Ysa de Mutina"	0	0	0	1025	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P1115"	"Iulianus"	1	0	0	1032	0	0	1	1	0	0	0	0	0	0	1	0	0	0
"P1117"	"Iulianus de Puteo de S. Helena"	1	0	0	135	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1118"	"Iulianus Saglimbene"	1	0	1	22	1	0	0	1	1	1	1	0	1	1	1	0	0	0
"P1120"	"Iunta de Mutina"	1	0	0	364	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1121"	"Yvanus Ferrariensis"	1	0	0	1035	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1123"	"Lamandina Petricini"	0	0	0	1037	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1125"	"Lambertinus de Ghixleriis"	1	0	0	1039	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1126"	"Lambertinus de Monçorgio"	1	0	0	1040	0	0	0	1	0	1	0	0	0	0	0	1	0	1
"P1131"	"Lanfranchinus de Monte Claro"	1	0	0	1045	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1132"	"Lança"	1	0	0	1046	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1134"	"Lapus Chastelini de Florentia"	1	0	0	1048	0	0	0	1	0	0	0	0	0	0	1	0	0	1
"P1145"	"Laçarina de Pede de Plumatio"	0	1	0	1058	0	1	0	1	1	1	0	0	0	0	0	1	1	0
"P1147"	"Lentius Benvenuti"	1	0	0	1060	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P1152"	"Lippus de Florencia"	1	0	0	216	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1154"	"Lixia Atioli"	0	0	0	1064	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P1158"	"Longinus de Pergamo"	1	0	0	1068	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1161"	"Luchisia de Monte Cinere"	0	0	0	1070	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1178"	"Maglus Placidie"	1	0	0	921	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1184"	"Manettus Munsili de Florentia"	1	0	1	1090	0	0	1	1	0	0	0	0	0	0	1	0	0	0
"P1185"	"Manfredina de Parma"	0	0	1	128	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1186"	"Manfredinus de Bosco"	1	0	0	1091	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1187"	"Manfredinus de Campagnola de Regio"	1	1	0	1092	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1189"	"Manfredinus de Pergamo"	1	0	0	1094	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1197"	"Manoellus de Bochadeferris de Plumatio"	1	0	0	299	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P1198"	"Manstrucius"	1	0	0	1102	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1201"	"Mantuanus Menabois Piçoli"	1	0	0	1105	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1202"	"Manuel de Mutina"	1	0	0	1106	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1203"	"Mançolus de burgo Panicali"	1	0	0	1107	0	0	0	1	0	1	0	0	0	0	0	1	0	1
"P1205"	"Marchexana Premartini de Plumatio"	0	0	0	20	0	1	0	1	0	1	1	0	0	0	0	1	0	0
"P1210"	"Marchus Alfarini"	1	0	0	1113	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1211"	"Marchus Bonacii de Plumatio"	1	0	0	1114	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1214"	"Margarita Sabadini de Solegnano"	0	0	0	1117	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1215"	"Margarita Bitini Falchi"	0	0	0	1118	0	0	0	1	0	1	0	0	0	0	0	1	0	1
"P1219"	"Margarita de Florencia"	0	0	0	1122	0	1	0	0	0	0	0	0	0	0	0	0	1	0
"P1221"	"Margarita de Rodiano"	0	0	0	857	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1225"	"Margarita de Plumatio"	0	0	0	1127	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1226"	"Margarita Soperbi"	0	0	0	1128	0	0	1	0	0	0	0	0	0	0	0	1	0	0
"P1228"	"Maria de Lirano de Chalcharia"	0	0	1	938	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1230"	"Maria Scudelarii"	0	0	0	1131	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P1231"	"Maria Trughi de Monçorgio de Montebellio"	0	0	0	38	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1232"	"Maria Ghibertini de Costa de Monçorgio"	0	0	0	1132	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1233"	"Maria de Rastilino"	0	0	0	1133	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1234"	"Maria"	0	1	0	1134	0	1	0	1	0	0	0	0	0	0	0	1	1	0
"P1239"	"Maria de Mulnario de Monçorgio"	0	0	0	1139	0	1	0	0	0	0	0	0	0	0	1	0	0	0
"P1240"	"Maria Petriçoli de Ostis"	0	0	0	358	0	1	0	1	0	1	0	0	0	0	0	1	0	0
"P1241"	"Maria"	0	0	0	1140	0	1	0	1	0	1	0	0	0	0	0	1	0	0
"P1243"	"Maria Ordelafi de Seravale"	0	0	0	1142	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1245"	"Maria de Vicentia"	0	0	0	1144	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1252"	"Martinellus"	1	0	1	1150	0	0	1	0	0	0	0	0	0	0	1	0	0	0
"P1254"	"Martinus de Bersello de Parma"	1	0	0	1151	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1256"	"Martinus de Fredo"	1	0	0	1153	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1258"	"Martinus Yspanus"	1	1	1	1155	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1259"	"Martinus Savii"	1	0	0	1156	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"P1261"	"Martinus de Mediolano"	1	0	0	1158	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1262"	"Martinus de S. Helena"	1	0	0	223	0	1	0	1	0	1	1	0	0	0	0	1	0	0
"P1271"	"Matheus"	1	1	0	1167	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P1272"	"Matheus de Columpa"	1	1	0	841	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"P1275"	"Matheus de Cremona"	1	0	0	1170	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1276"	"Matheus Cremonensis"	1	0	1	1171	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1279"	"Matheus"	1	1	0	1174	0	0	0	1	0	0	0	0	0	0	1	0	0	1
"P1286"	"Maxettus Petri Balugani de Plumatio"	1	0	0	167	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1289"	"Maxio"	1	1	0	1182	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1290"	"Meglore Iuliani"	0	1	0	1183	0	0	1	1	0	0	0	0	0	0	1	0	0	0
"P1291"	"Mellius de Cremona"	1	0	0	721	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1295"	"Michael de Lirano de Plumatio"	1	0	0	938	0	1	0	0	0	0	0	0	0	0	0	1	1	0
"P1297"	"Michael Bonlei de Ferraria"	1	0	0	1188	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P1298"	"Michael Carlini"	1	0	0	1189	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1299"	"Michael de Rovoretolo"	1	0	0	1190	0	0	0	1	0	0	0	0	0	0	0	1	0	1
"P1300"	"Michael Iacobi de Ostis de S. Helena"	1	0	0	214	0	1	0	0	0	0	0	0	0	0	1	1	0	0
"P1302"	"Michael"	1	1	0	1192	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1304"	"Michael Placente"	1	0	0	114	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1311"	"Milaninus Pastoris de Mediolano"	1	1	0	1198	0	0	0	1	0	1	0	0	0	0	1	0	0	1
"P1322"	"Minius de Montebellio"	1	0	0	1209	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"P1324"	"Monaletta de Florentia de Gondelmontibus"	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1327"	"Morandinus de Mutina"	1	0	0	1213	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1328"	"Moxius de Gaçolo"	1	0	0	1214	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1330"	"Munighinus de Mantua"	1	0	1	1216	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1332"	"Mursinus de Mantua"	1	0	1	1218	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1333"	"Muçarellus de Capris de Monçorgio"	1	0	0	1219	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"P1334"	"Napheus"	1	0	0	1220	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"P1335"	"Nascimbene Adelardi"	1	1	0	1221	0	0	0	1	1	1	0	0	0	0	1	1	0	1
"P1338"	"Nascimbene Bissolini de Plumatio"	1	0	0	1224	0	0	0	1	0	1	0	0	0	0	0	1	0	1
"P1341"	"Natalis de Bononia"	1	0	1	1227	1	0	0	0	0	0	0	0	0	1	0	0	0	0
"P1342"	"Natalis de Mantua"	1	0	1	1228	1	0	0	0	0	0	0	0	0	1	0	0	0	0
